iter,exp_value,best_result,iter_time,max_memory
0,202.7435302734375,"""0010000111110111101110011101000101010101111011000010""",1.2061138153076172,628364288
1,199.28048706054688,"""0010000111110100101110011101000101010110000100100010""",1.216012716293335,628364288
2,195.81808471679688,"""0101111000001011010001100010111010101001111011011110""",1.223038911819458,628364288
3,191.00558471679688,"""0011111000001011010001100010111010101001111011011110""",1.236358642578125,628364288
4,184.7741241455078,"""1011111000001011010001100010111010101001111011011101""",1.2162153720855713,628364288
