iter,exp_value,best_result,iter_time,max_memory
0,203.54250000000002,"""0101111000001000010001100010111011010100000100100010""",3.1734442710876465,852071936
1,199.8862,"""0101111000001011010001100010111011010100011011000010""",3.237697124481201,852071936
2,197.16580000000002,"""1101111000001011010001100010111000101011100100111101""",3.175562620162964,852071936
3,194.3974,"""0101111000001011011110011101000100101011100100111110""",3.162058115005493,852071936
4,191.715,"""1100000111110100100001100010111011010100011000111101""",3.185418128967285,852071936
