iter,exp_value,best_result,iter_time,max_memory
0,203.16249084472656,"""0010000111110111101001100010111010101011111011011110""",0.4240407943725586,1596695552
1,200.21240234375,"""0101111000001011110001100010110101010100000100100010""",0.27683329582214355,1596695552
2,197.02960205078125,"""1010000111110100001001100010110101010100000100100001""",0.27433180809020996,1596695552
3,194.66049194335938,"""1010000111110100101001100010111010101011111011011101""",0.2742960453033447,1596695552
4,191.30470275878906,"""1101111000001011001001100010111010101011111010100001""",0.2770121097564697,1596695552
