iter,exp_value,best_result,iter_time,max_memory
0,204.44119262695312,"""0101111000001000010110011101000101010111111011010010""",5.534867286682129,74460160
1,200.74769592285156,"""0101111000001011010110011101001010101000000100100010""",5.555838346481323,74460160
2,199.12509155273438,"""0101111000001011010110011101001010101000000100101110""",5.553101539611816,74460160
3,196.53579711914062,"""1101111000001011010110011101001010101000000100100001""",5.543550491333008,74460160
4,194.12120056152344,"""1101111000001011001001100010110101010111111011011101""",5.538302898406982,74460160
