iter,exp_value,best_result,iter_time,max_memory
0,202.7435302734375,"""0010000111110111101110011101000101010101111011000010""",0.832618236541748,3886516736
1,199.28048706054688,"""0010000111110100101110011101000101010110000100100010""",0.8328256607055664,3886516736
2,195.81808471679688,"""0101111000001011010001100010111010101001111011011110""",0.8302021026611328,3886516736
3,191.00558471679688,"""0011111000001011010001100010111010101001111011011110""",0.8317506313323975,3886516736
4,184.7741241455078,"""1011111000001011010001100010111010101001111011011101""",0.8305435180664062,3886516736
