iter,exp_value,best_result,iter_time,max_memory
0,203.3922,"""1101111000001000010001100010111011010110000100101101""",5.767995834350586,136139264
1,200.53900000000002,"""1101111000001011101110011101000100101001111011010001""",5.750410318374634,136139264
2,198.76850000000002,"""0101111000001011101110011101001010101001111011010010""",5.742924451828003,136139264
3,196.068,"""1101111000001011101110011101001010101001111011010001""",5.73114538192749,136139264
4,193.1397,"""1101111000001011101110011101000101010110000100101101""",5.766989469528198,136139264
