iter,exp_value,best_result,iter_time
0,23.095762252807617,"""1110010001110001""",0.45508289337158203
1,24.976381301879883,"""1110000001110000""",0.45569729804992676
2,20.456212997436523,"""1011010000001001""",0.45656275749206543
3,20.94345474243164,"""0011100101011100""",0.4589078426361084
4,16.764204025268555,"""1100011001010101""",0.4598057270050049
5,17.905256271362305,"""0110010001110100""",0.45976972579956055
6,19.38044548034668,"""0110010011011100""",0.4714522361755371
7,19.66952133178711,"""1110110110100000""",0.4592397212982178
8,21.297090530395508,"""1110110110100110""",0.45676565170288086
9,21.453231811523438,"""1100111001110001""",0.4586517810821533
10,21.304283142089844,"""1010110110001110""",0.46018338203430176
11,20.179616928100586,"""1111100011001011""",0.4576091766357422
12,20.25333023071289,"""0101101001011010""",0.4606204032897949
13,18.38055992126465,"""0011001001100011""",0.45881199836730957
14,20.605358123779297,"""1111111011011101""",0.45789527893066406
15,20.57012939453125,"""0001100011001010""",0.4591999053955078
16,19.047231674194336,"""1010100110011000""",0.45824766159057617
17,19.903871536254883,"""1111100011001110""",0.4580368995666504
18,20.876506805419922,"""0010110101011010""",0.45908260345458984
19,19.121633529663086,"""1100111101110011""",0.45908331871032715
20,16.314416885375977,"""1000011010100000""",0.45451927185058594
21,17.58689308166504,"""0110010010011111""",0.4589273929595947
22,18.09953498840332,"""0100110110100111""",0.4614856243133545
23,17.39270782470703,"""1010110010011010""",0.4644153118133545
24,17.135595321655273,"""0100011001011111""",0.4620542526245117
25,17.18680191040039,"""1000110010011100""",0.4586005210876465
26,17.56031036376953,"""0001100011011011""",0.4583866596221924
27,17.768569946289062,"""0010101010110001""",0.4601912498474121
28,18.324848175048828,"""0111101101100001""",0.456620454788208
29,18.593687057495117,"""1000011000110101""",0.4589107036590576
30,18.763835906982422,"""1100011010001111""",0.464524507522583
31,17.049453735351562,"""1101011111110100""",0.4570324420928955
32,18.54305648803711,"""0101001101100000""",0.45955562591552734
33,19.285985946655273,"""0000001100100110""",0.45458412170410156
34,19.119274139404297,"""1101010101011101""",0.4781315326690674
35,19.56785011291504,"""1111100111001010""",0.4662954807281494
36,22.762365341186523,"""0101010111110101""",0.45580577850341797
37,25.209917068481445,"""1111110000110000""",0.4591989517211914
38,26.268821716308594,"""0100011010100000""",0.45954465866088867
39,24.638744354248047,"""1101011011001100""",0.458571195602417
40,25.460859298706055,"""0001010111110011""",0.4591989517211914
41,27.517986297607422,"""0111110000110100""",0.4654567241668701
42,26.250408172607422,"""1001011011011000""",0.46260499954223633
43,24.554513931274414,"""1000001111001100""",0.4586760997772217
44,24.6101016998291,"""0001101110100010""",0.4567694664001465
45,22.09968376159668,"""1110101001001111""",0.4677107334136963
46,22.24591064453125,"""1110000111100000""",0.456409215927124
47,23.71143913269043,"""0110000011011100""",0.45816659927368164
48,21.606182098388672,"""0001111000110101""",0.45833897590637207
49,22.053150177001953,"""1110110010110111""",0.45754456520080566
50,21.71468162536621,"""0110000111001100""",0.458667516708374
51,22.375648498535156,"""1011010001011111""",0.4549071788787842
52,21.343347549438477,"""1011000001011111""",0.45800232887268066
53,21.632522583007812,"""1001111110100001""",0.4694399833679199
54,23.021827697753906,"""1110000100001101""",0.457233190536499
55,23.864089965820312,"""0001111010110101""",0.459522008895874
56,22.913846969604492,"""0100101111001110""",0.4596695899963379
57,23.52707290649414,"""0001111010011011""",0.45625829696655273
58,24.80185317993164,"""1001111011110011""",0.4559934139251709
59,23.67977523803711,"""0011010000110110""",0.45517897605895996
60,23.42282485961914,"""1011010100001000""",0.4552745819091797
61,23.798734664916992,"""0011010000110000""",0.4510819911956787
62,25.949796676635742,"""1011010100001111""",0.463132381439209
63,27.171960830688477,"""1001010000011110""",0.45976996421813965
64,29.482847213745117,"""0011010001110001""",0.4604456424713135
65,30.671682357788086,"""0011110001011000""",0.46102190017700195
66,29.264978408813477,"""0110101110001110""",0.4619743824005127
67,31.759611129760742,"""0110101001110100""",0.45870447158813477
68,31.525096893310547,"""1100000100100000""",0.45815515518188477
69,31.54038429260254,"""1011111011011110""",0.46086692810058594
70,30.937936782836914,"""1011010001110010""",0.4586179256439209
71,29.771717071533203,"""0011111011001011""",0.45362091064453125
72,31.037504196166992,"""1001010110011110""",0.458479642868042
73,28.037887573242188,"""0001010001011001""",0.45757412910461426
74,28.61911392211914,"""1011111011011101""",0.4672701358795166
75,26.095844268798828,"""0001010001110001""",0.45707249641418457
76,27.166175842285156,"""0001010000011111""",0.4582817554473877
77,30.397640228271484,"""0100000100011111""",0.4552798271179199
78,28.295188903808594,"""0011011011011101""",0.4566357135772705
79,26.602245330810547,"""0011011110110011""",0.4558541774749756
80,26.08701515197754,"""0011111010110000""",0.45322132110595703
81,27.39542579650879,"""0011010001001101""",0.454876184463501
82,26.01981544494629,"""0011010111011101""",0.45686888694763184
83,26.84969711303711,"""1001111010011010""",0.4543569087982178
84,25.70230484008789,"""1110101110001101""",0.4553701877593994
85,27.132143020629883,"""1011111010011100""",0.4570300579071045
86,26.53211212158203,"""0100000101001011""",0.4565103054046631
87,27.285282135009766,"""1001010011110010""",0.45436835289001465
88,29.983110427856445,"""0011111011100010""",0.452869176864624
89,31.57557487487793,"""0011111011011010""",0.45561933517456055
90,31.785554885864258,"""1100101110011101""",0.46354079246520996
91,32.969970703125,"""0011111011100111""",0.4624350070953369
92,31.33380889892578,"""0001010010011010""",0.45848917961120605
93,31.528644561767578,"""0110101111011110""",0.4537837505340576
94,31.282777786254883,"""1011111010011000""",0.4584531784057617
95,34.87760925292969,"""1110101111001110""",0.4563479423522949
96,33.3763427734375,"""1100000010011000""",0.4583141803741455
