run_id,method,N,depth,seed,theta_path,iter_csv,optimizer_name,shots
d2261d31,tr_correct_sampling,4,1,0,bench_out_shot_diff_4816_real/theta_d2261d31.pt,bench_out_shot_diff_4816_real/iter_d2261d31.csv,RMSprop_003,1000
e1aa67c7,tr_efficient,4,1,0,bench_out_shot_diff_4816_real/theta_e1aa67c7.pt,bench_out_shot_diff_4816_real/iter_e1aa67c7.csv,RMSprop_003,1000
e6b50ae6,tr_correct_sampling,4,1,1,bench_out_shot_diff_4816_real/theta_e6b50ae6.pt,bench_out_shot_diff_4816_real/iter_e6b50ae6.csv,RMSprop_003,1000
addcdc4a,tr_efficient,4,1,1,bench_out_shot_diff_4816_real/theta_addcdc4a.pt,bench_out_shot_diff_4816_real/iter_addcdc4a.csv,RMSprop_003,1000
945ceb3b,tr_correct_sampling,4,1,2,bench_out_shot_diff_4816_real/theta_945ceb3b.pt,bench_out_shot_diff_4816_real/iter_945ceb3b.csv,RMSprop_003,1000
e49aca27,tr_efficient,4,1,2,bench_out_shot_diff_4816_real/theta_e49aca27.pt,bench_out_shot_diff_4816_real/iter_e49aca27.csv,RMSprop_003,1000
aa0cfaeb,tr_correct_sampling,4,2,0,bench_out_shot_diff_4816_real/theta_aa0cfaeb.pt,bench_out_shot_diff_4816_real/iter_aa0cfaeb.csv,RMSprop_003,1000
d16185a7,tr_efficient,4,2,0,bench_out_shot_diff_4816_real/theta_d16185a7.pt,bench_out_shot_diff_4816_real/iter_d16185a7.csv,RMSprop_003,1000
db34c1c2,tr_correct_sampling,4,2,1,bench_out_shot_diff_4816_real/theta_db34c1c2.pt,bench_out_shot_diff_4816_real/iter_db34c1c2.csv,RMSprop_003,1000
4dd00381,tr_efficient,4,2,1,bench_out_shot_diff_4816_real/theta_4dd00381.pt,bench_out_shot_diff_4816_real/iter_4dd00381.csv,RMSprop_003,1000
68ba5e82,tr_correct_sampling,4,2,2,bench_out_shot_diff_4816_real/theta_68ba5e82.pt,bench_out_shot_diff_4816_real/iter_68ba5e82.csv,RMSprop_003,1000
d0173c84,tr_efficient,4,2,2,bench_out_shot_diff_4816_real/theta_d0173c84.pt,bench_out_shot_diff_4816_real/iter_d0173c84.csv,RMSprop_003,1000
2410afe4,tr_correct_sampling,4,3,0,bench_out_shot_diff_4816_real/theta_2410afe4.pt,bench_out_shot_diff_4816_real/iter_2410afe4.csv,RMSprop_003,1000
