iter,exp_value,best_result,iter_time
0,-152.3814,"""010101010""",0.4300081729888916
1,-390.47130000000004,"""001101010""",0.3814966678619385
2,-476.24640000000005,"""010100110""",0.3798203468322754
3,-555.8995,"""010101110""",0.38388657569885254
4,-647.6591000000001,"""001100000""",0.37792515754699707
5,-740.8157,"""001100010""",0.37984704971313477
6,-830.6298,"""001100010""",0.37883472442626953
7,-931.4223000000001,"""001100010""",0.37545061111450195
8,-1034.8627000000001,"""010100010""",0.37798047065734863
9,-1156.9219,"""010100010""",0.37784242630004883
10,-1217.471,"""010100010""",0.37931299209594727
11,-1297.3906,"""001100010""",0.38323974609375
12,-1384.7065,"""001100010""",0.40631699562072754
13,-1507.7662,"""010100010""",0.3781311511993408
14,-1573.4597,"""001100010""",0.39723920822143555
15,-1626.3822,"""010100010""",0.3769409656524658
16,-1698.8885,"""010100010""",0.37795567512512207
17,-1734.1850000000002,"""010100010""",0.3766293525695801
18,-1805.2052,"""010100010""",0.3987429141998291
19,-1821.0921,"""010101010""",0.3800013065338135
20,-1887.8518000000001,"""001101010""",0.39863038063049316
21,-1936.6011,"""001101010""",0.3834092617034912
22,-1963.1804000000002,"""010101010""",0.3794381618499756
23,-2020.8001000000002,"""010101010""",0.37676048278808594
24,-2096.2442,"""010100010""",0.3777756690979004
25,-2146.4211,"""010100010""",0.3788928985595703
26,-2241.1083000000003,"""010100010""",0.38150978088378906
27,-2361.635,"""100000010""",0.3769040107727051
28,-2369.7041,"""001101010""",0.37732839584350586
29,-2411.097,"""100000010""",0.37858104705810547
30,-2418.1417,"""100001010""",0.37752318382263184
31,-2459.3511000000003,"""100001010""",0.3988502025604248
32,-2445.3751,"""100001010""",0.3777344226837158
33,-2479.8373,"""100000010""",0.3779773712158203
34,-2489.1645000000003,"""001101010""",0.3764832019805908
35,-2477.2908,"""100000010""",0.3784818649291992
36,-2467.4039000000002,"""100001010""",0.395477294921875
37,-2485.2569000000003,"""100001010""",0.3784511089324951
38,-2484.8591,"""100000010""",0.3886070251464844
39,-2534.6721000000002,"""100001010""",0.3842184543609619
40,-2494.8308,"""100000010""",0.38001155853271484
41,-2480.7923,"""100001010""",0.3809521198272705
42,-2494.9343,"""001101010""",0.38291406631469727
43,-2489.1466,"""100001010""",0.37836360931396484
44,-2494.8798,"""001100010""",0.3798377513885498
45,-2474.0927,"""001100010""",0.380504846572876
46,-2473.7569000000003,"""001100010""",0.38479113578796387
47,-2474.1245,"""001100010""",0.3773660659790039
48,-2471.723,"""001101010""",0.4010477066040039
49,-2468.8635,"""001100010""",0.3774421215057373
50,-2451.7514,"""001100010""",0.37933897972106934
51,-2433.135,"""001100010""",0.3818984031677246
52,-2429.1226,"""001101010""",0.3826596736907959
53,-2462.4955,"""001100010""",0.3762073516845703
54,-2464.4347000000002,"""001100010""",0.37627124786376953
55,-2463.0061,"""010100010""",0.37853431701660156
56,-2412.6404,"""010101010""",0.3820984363555908
57,-2473.3836,"""001100010""",0.38372325897216797
58,-2426.234,"""010101010""",0.4056229591369629
59,-2447.3786,"""111000010""",0.3771483898162842
60,-2459.5247,"""001101010""",0.3986399173736572
61,-2480.7827,"""001100010""",0.3817737102508545
62,-2488.1931,"""001101010""",0.3991127014160156
63,-2448.8122000000003,"""111000010""",0.3763573169708252
64,-2470.5177000000003,"""001100010""",0.4042510986328125
65,-2469.0924,"""100000010""",0.37786340713500977
66,-2423.155,"""010101010""",0.37781453132629395
67,-2480.8935,"""010100010""",0.380695104598999
68,-2472.065,"""010101010""",0.3909115791320801
69,-2499.2809,"""010100010""",0.3793506622314453
70,-2446.0086,"""010101010""",0.38303518295288086
71,-2451.6345,"""010100010""",0.38097071647644043
72,-2398.6877,"""010100010""",0.3955545425415039
73,-2427.6502,"""010100010""",0.39380812644958496
74,-2400.3678,"""010100010""",0.37659478187561035
75,-2446.2982,"""010100010""",0.379274845123291
76,-2427.2501,"""001100010""",0.37894654273986816
77,-2484.7098,"""010100010""",0.3777129650115967
78,-2502.6965,"""100001010""",0.3845343589782715
79,-2478.6308,"""010101010""",0.3764674663543701
80,-2551.8810000000003,"""001101010""",0.3820455074310303
81,-2515.3659000000002,"""001100010""",0.3832519054412842
82,-2501.1686,"""010101010""",0.38099074363708496
83,-2511.0006000000003,"""010101010""",0.37680673599243164
84,-2489.5084,"""010101010""",0.39130282402038574
85,-2506.3156,"""010101010""",0.3790109157562256
86,-2484.7099000000003,"""010101010""",0.3796827793121338
87,-2465.8922000000002,"""001100010""",0.37832164764404297
88,-2442.617,"""010101010""",0.3789052963256836
89,-2456.0493,"""010100010""",0.37975215911865234
90,-2454.5601,"""010101010""",0.3791542053222656
91,-2485.4303,"""010100010""",0.38849782943725586
92,-2471.0491,"""010101010""",0.3825032711029053
93,-2489.4727000000003,"""010101010""",0.37854957580566406
94,-2427.1502,"""010101010""",0.3800044059753418
95,-2493.1379,"""010101010""",0.3797760009765625
96,-2464.3984,"""010100010""",0.3900339603424072
97,-2470.1249000000003,"""010101010""",0.3784010410308838
98,-2448.7798000000003,"""010100010""",0.3938782215118408
99,-2481.6247000000003,"""010100010""",0.38193535804748535
