run_id,method,N,depth,seed,theta_path,iter_csv,optimizer_name,shots
fa359646,tr_efficient,36,6,0,bench_tsp_shot_diff_36_real/theta_fa359646.pt,bench_tsp_shot_diff_36_real/iter_fa359646.csv,RMSprop_003,1000
6a787fff,tr_correct_sampling,36,6,0,bench_tsp_shot_diff_36_real/theta_6a787fff.pt,bench_tsp_shot_diff_36_real/iter_6a787fff.csv,RMSprop_003,1000
e8758b7e,tr_efficient,36,6,1,bench_tsp_shot_diff_36_real/theta_e8758b7e.pt,bench_tsp_shot_diff_36_real/iter_e8758b7e.csv,RMSprop_003,1000
7219e107,tr_correct_sampling,36,6,1,bench_tsp_shot_diff_36_real/theta_7219e107.pt,bench_tsp_shot_diff_36_real/iter_7219e107.csv,RMSprop_003,1000
89972a7e,tr_efficient,36,6,2,bench_tsp_shot_diff_36_real/theta_89972a7e.pt,bench_tsp_shot_diff_36_real/iter_89972a7e.csv,RMSprop_003,1000
8bafd102,tr_correct_sampling,36,6,2,bench_tsp_shot_diff_36_real/theta_8bafd102.pt,bench_tsp_shot_diff_36_real/iter_8bafd102.csv,RMSprop_003,1000
eeb5213e,tr_efficient,36,5,0,bench_tsp_shot_diff_36_real/theta_eeb5213e.pt,bench_tsp_shot_diff_36_real/iter_eeb5213e.csv,RMSprop_003,1000
2f5d53d1,tr_correct_sampling,36,5,0,bench_tsp_shot_diff_36_real/theta_2f5d53d1.pt,bench_tsp_shot_diff_36_real/iter_2f5d53d1.csv,RMSprop_003,1000
c4d4695f,tr_efficient,36,5,1,bench_tsp_shot_diff_36_real/theta_c4d4695f.pt,bench_tsp_shot_diff_36_real/iter_c4d4695f.csv,RMSprop_003,1000
5cecd467,tr_correct_sampling,36,5,1,bench_tsp_shot_diff_36_real/theta_5cecd467.pt,bench_tsp_shot_diff_36_real/iter_5cecd467.csv,RMSprop_003,1000
caf5d884,tr_efficient,36,5,2,bench_tsp_shot_diff_36_real/theta_caf5d884.pt,bench_tsp_shot_diff_36_real/iter_caf5d884.csv,RMSprop_003,1000
9479238f,tr_correct_sampling,36,5,2,bench_tsp_shot_diff_36_real/theta_9479238f.pt,bench_tsp_shot_diff_36_real/iter_9479238f.csv,RMSprop_003,1000
08432921,tr_efficient,36,4,0,bench_tsp_shot_diff_36_real/theta_08432921.pt,bench_tsp_shot_diff_36_real/iter_08432921.csv,RMSprop_003,1000
3d68cbb5,tr_correct_sampling,36,4,0,bench_tsp_shot_diff_36_real/theta_3d68cbb5.pt,bench_tsp_shot_diff_36_real/iter_3d68cbb5.csv,RMSprop_003,1000
88ba1980,tr_efficient,36,4,1,bench_tsp_shot_diff_36_real/theta_88ba1980.pt,bench_tsp_shot_diff_36_real/iter_88ba1980.csv,RMSprop_003,1000
0989f727,tr_correct_sampling,36,4,1,bench_tsp_shot_diff_36_real/theta_0989f727.pt,bench_tsp_shot_diff_36_real/iter_0989f727.csv,RMSprop_003,1000
09a6b3a0,tr_efficient,36,4,2,bench_tsp_shot_diff_36_real/theta_09a6b3a0.pt,bench_tsp_shot_diff_36_real/iter_09a6b3a0.csv,RMSprop_003,1000
64996591,tr_correct_sampling,36,4,2,bench_tsp_shot_diff_36_real/theta_64996591.pt,bench_tsp_shot_diff_36_real/iter_64996591.csv,RMSprop_003,1000
07f8c90c,tr_efficient,36,3,0,bench_tsp_shot_diff_36_real/theta_07f8c90c.pt,bench_tsp_shot_diff_36_real/iter_07f8c90c.csv,RMSprop_003,1000
f0dc6d4f,tr_correct_sampling,36,3,0,bench_tsp_shot_diff_36_real/theta_f0dc6d4f.pt,bench_tsp_shot_diff_36_real/iter_f0dc6d4f.csv,RMSprop_003,1000
d26c2b71,tr_efficient,36,3,1,bench_tsp_shot_diff_36_real/theta_d26c2b71.pt,bench_tsp_shot_diff_36_real/iter_d26c2b71.csv,RMSprop_003,1000
62f7718b,tr_correct_sampling,36,3,1,bench_tsp_shot_diff_36_real/theta_62f7718b.pt,bench_tsp_shot_diff_36_real/iter_62f7718b.csv,RMSprop_003,1000
c42baaa4,tr_efficient,36,3,2,bench_tsp_shot_diff_36_real/theta_c42baaa4.pt,bench_tsp_shot_diff_36_real/iter_c42baaa4.csv,RMSprop_003,1000
7dcf7a95,tr_correct_sampling,36,3,2,bench_tsp_shot_diff_36_real/theta_7dcf7a95.pt,bench_tsp_shot_diff_36_real/iter_7dcf7a95.csv,RMSprop_003,1000
61707dcc,tr_efficient,36,2,0,bench_tsp_shot_diff_36_real/theta_61707dcc.pt,bench_tsp_shot_diff_36_real/iter_61707dcc.csv,RMSprop_003,1000
482d4e8e,tr_correct_sampling,36,2,0,bench_tsp_shot_diff_36_real/theta_482d4e8e.pt,bench_tsp_shot_diff_36_real/iter_482d4e8e.csv,RMSprop_003,1000
b2ac042f,tr_efficient,36,2,1,bench_tsp_shot_diff_36_real/theta_b2ac042f.pt,bench_tsp_shot_diff_36_real/iter_b2ac042f.csv,RMSprop_003,1000
2e380e29,tr_correct_sampling,36,2,1,bench_tsp_shot_diff_36_real/theta_2e380e29.pt,bench_tsp_shot_diff_36_real/iter_2e380e29.csv,RMSprop_003,1000
870b150e,tr_efficient,36,2,2,bench_tsp_shot_diff_36_real/theta_870b150e.pt,bench_tsp_shot_diff_36_real/iter_870b150e.csv,RMSprop_003,1000
65fc39dc,tr_correct_sampling,36,2,2,bench_tsp_shot_diff_36_real/theta_65fc39dc.pt,bench_tsp_shot_diff_36_real/iter_65fc39dc.csv,RMSprop_003,1000
c7cdaee5,tr_efficient,36,1,0,bench_tsp_shot_diff_36_real/theta_c7cdaee5.pt,bench_tsp_shot_diff_36_real/iter_c7cdaee5.csv,RMSprop_003,1000
4cecb4ac,tr_correct_sampling,36,1,0,bench_tsp_shot_diff_36_real/theta_4cecb4ac.pt,bench_tsp_shot_diff_36_real/iter_4cecb4ac.csv,RMSprop_003,1000
90d268c7,tr_efficient,36,1,1,bench_tsp_shot_diff_36_real/theta_90d268c7.pt,bench_tsp_shot_diff_36_real/iter_90d268c7.csv,RMSprop_003,1000
58db1db7,tr_correct_sampling,36,1,1,bench_tsp_shot_diff_36_real/theta_58db1db7.pt,bench_tsp_shot_diff_36_real/iter_58db1db7.csv,RMSprop_003,1000
997a6dc4,tr_efficient,36,1,2,bench_tsp_shot_diff_36_real/theta_997a6dc4.pt,bench_tsp_shot_diff_36_real/iter_997a6dc4.csv,RMSprop_003,1000
69a88c9c,tr_correct_sampling,36,1,2,bench_tsp_shot_diff_36_real/theta_69a88c9c.pt,bench_tsp_shot_diff_36_real/iter_69a88c9c.csv,RMSprop_003,1000
