run_id,method,N,depth,seed,theta_path,iter_csv,optimizer_name,shots
bf794d66,tr_correct_sampling,24,6,0,bench_out_shot_diff_24_real/theta_bf794d66.pt,bench_out_shot_diff_24_real/iter_bf794d66.csv,RMSprop_003,1000
a640b8e3,tr_efficient,24,6,0,bench_out_shot_diff_24_real/theta_a640b8e3.pt,bench_out_shot_diff_24_real/iter_a640b8e3.csv,RMSprop_003,1000
b20cbebf,tr_correct_sampling,24,6,1,bench_out_shot_diff_24_real/theta_b20cbebf.pt,bench_out_shot_diff_24_real/iter_b20cbebf.csv,RMSprop_003,1000
b6390664,tr_efficient,24,6,1,bench_out_shot_diff_24_real/theta_b6390664.pt,bench_out_shot_diff_24_real/iter_b6390664.csv,RMSprop_003,1000
94ae2ca2,tr_correct_sampling,24,6,2,bench_out_shot_diff_24_real/theta_94ae2ca2.pt,bench_out_shot_diff_24_real/iter_94ae2ca2.csv,RMSprop_003,1000
c5f5499d,tr_efficient,24,6,2,bench_out_shot_diff_24_real/theta_c5f5499d.pt,bench_out_shot_diff_24_real/iter_c5f5499d.csv,RMSprop_003,1000
e84821e9,tr_correct_sampling,24,5,0,bench_out_shot_diff_24_real/theta_e84821e9.pt,bench_out_shot_diff_24_real/iter_e84821e9.csv,RMSprop_003,1000
bd3a0af4,tr_efficient,24,5,0,bench_out_shot_diff_24_real/theta_bd3a0af4.pt,bench_out_shot_diff_24_real/iter_bd3a0af4.csv,RMSprop_003,1000
e16744f2,tr_correct_sampling,24,5,1,bench_out_shot_diff_24_real/theta_e16744f2.pt,bench_out_shot_diff_24_real/iter_e16744f2.csv,RMSprop_003,1000
76497720,tr_efficient,24,5,1,bench_out_shot_diff_24_real/theta_76497720.pt,bench_out_shot_diff_24_real/iter_76497720.csv,RMSprop_003,1000
09e331f9,tr_correct_sampling,24,5,2,bench_out_shot_diff_24_real/theta_09e331f9.pt,bench_out_shot_diff_24_real/iter_09e331f9.csv,RMSprop_003,1000
e53146c0,tr_efficient,24,5,2,bench_out_shot_diff_24_real/theta_e53146c0.pt,bench_out_shot_diff_24_real/iter_e53146c0.csv,RMSprop_003,1000
6b43ee13,tr_correct_sampling,24,4,0,bench_out_shot_diff_24_real/theta_6b43ee13.pt,bench_out_shot_diff_24_real/iter_6b43ee13.csv,RMSprop_003,1000
c58d310b,tr_efficient,24,4,0,bench_out_shot_diff_24_real/theta_c58d310b.pt,bench_out_shot_diff_24_real/iter_c58d310b.csv,RMSprop_003,1000
2ca3498a,tr_correct_sampling,24,4,1,bench_out_shot_diff_24_real/theta_2ca3498a.pt,bench_out_shot_diff_24_real/iter_2ca3498a.csv,RMSprop_003,1000
23c5aa18,tr_efficient,24,4,1,bench_out_shot_diff_24_real/theta_23c5aa18.pt,bench_out_shot_diff_24_real/iter_23c5aa18.csv,RMSprop_003,1000
665a74f0,tr_correct_sampling,24,4,2,bench_out_shot_diff_24_real/theta_665a74f0.pt,bench_out_shot_diff_24_real/iter_665a74f0.csv,RMSprop_003,1000
ebd80607,tr_efficient,24,4,2,bench_out_shot_diff_24_real/theta_ebd80607.pt,bench_out_shot_diff_24_real/iter_ebd80607.csv,RMSprop_003,1000
97eba193,tr_correct_sampling,24,3,0,bench_out_shot_diff_24_real/theta_97eba193.pt,bench_out_shot_diff_24_real/iter_97eba193.csv,RMSprop_003,1000
b638bdf2,tr_efficient,24,3,0,bench_out_shot_diff_24_real/theta_b638bdf2.pt,bench_out_shot_diff_24_real/iter_b638bdf2.csv,RMSprop_003,1000
