run_id,method,N,depth,seed,theta_path,iter_csv,optimizer_name,shots
536cd5d0,tr_correct_sampling,52,6,0,bench_out_shot_diff_52_real/theta_536cd5d0.pt,bench_out_shot_diff_52_real/iter_536cd5d0.csv,RMSprop_003,1000
50d72cd6,tr_efficient,52,6,0,bench_out_shot_diff_52_real/theta_50d72cd6.pt,bench_out_shot_diff_52_real/iter_50d72cd6.csv,RMSprop_003,1000
eaa0b0eb,tr_correct_sampling,52,6,1,bench_out_shot_diff_52_real/theta_eaa0b0eb.pt,bench_out_shot_diff_52_real/iter_eaa0b0eb.csv,RMSprop_003,1000
f1a25f98,tr_efficient,52,6,1,bench_out_shot_diff_52_real/theta_f1a25f98.pt,bench_out_shot_diff_52_real/iter_f1a25f98.csv,RMSprop_003,1000
470a0f2a,tr_correct_sampling,52,6,2,bench_out_shot_diff_52_real/theta_470a0f2a.pt,bench_out_shot_diff_52_real/iter_470a0f2a.csv,RMSprop_003,1000
417e5fad,tr_efficient,52,6,2,bench_out_shot_diff_52_real/theta_417e5fad.pt,bench_out_shot_diff_52_real/iter_417e5fad.csv,RMSprop_003,1000
483550a3,tr_correct_sampling,52,5,0,bench_out_shot_diff_52_real/theta_483550a3.pt,bench_out_shot_diff_52_real/iter_483550a3.csv,RMSprop_003,1000
4feedf13,tr_efficient,52,5,0,bench_out_shot_diff_52_real/theta_4feedf13.pt,bench_out_shot_diff_52_real/iter_4feedf13.csv,RMSprop_003,1000
300e4e48,tr_correct_sampling,52,5,1,bench_out_shot_diff_52_real/theta_300e4e48.pt,bench_out_shot_diff_52_real/iter_300e4e48.csv,RMSprop_003,1000
b8b5f176,tr_efficient,52,5,1,bench_out_shot_diff_52_real/theta_b8b5f176.pt,bench_out_shot_diff_52_real/iter_b8b5f176.csv,RMSprop_003,1000
dd6df615,tr_correct_sampling,52,5,2,bench_out_shot_diff_52_real/theta_dd6df615.pt,bench_out_shot_diff_52_real/iter_dd6df615.csv,RMSprop_003,1000
0a515e18,tr_efficient,52,5,2,bench_out_shot_diff_52_real/theta_0a515e18.pt,bench_out_shot_diff_52_real/iter_0a515e18.csv,RMSprop_003,1000
