graph_id,N,depth,seed,method,exp_value
3,24,5,0,sv,86.77711777111645
3,24,5,0,tr_expectation,10.99937915802002
3,24,5,0,tr_sampling,87.45199584960938
3,24,5,0,tr_correct_sampling,87.4238
3,24,6,0,sv,86.27197281289214
3,24,6,0,tr_expectation,0.7232533693313599
3,24,6,0,tr_sampling,85.77569580078125
3,24,6,0,tr_correct_sampling,86.0383
3,24,7,0,sv,86.42130027459467
3,24,7,0,tr_expectation,0.030060796067118645
3,24,7,0,tr_sampling,86.04899597167969
3,24,7,0,tr_correct_sampling,86.2967
3,24,8,0,sv,86.48057406051898
3,24,8,0,tr_expectation,0.0009320170502178371
3,24,8,0,tr_sampling,86.72819519042969
3,24,8,0,tr_correct_sampling,86.6623
3,24,9,0,sv,86.55838574534836
3,24,9,0,tr_expectation,2.5058159735635854e-05
3,24,9,0,tr_sampling,87.018798828125
3,24,9,0,tr_correct_sampling,87.0305
0,4,1,0,sv,19.001813954640156
0,4,1,0,tr_expectation,19.001741409301758
0,4,1,0,tr_sampling,16.549598693847656
0,4,1,0,tr_correct_sampling,19.002000000000002
0,4,2,0,sv,17.02448935416798
0,4,2,0,tr_expectation,17.024574279785156
0,4,2,0,tr_sampling,15.089099884033203
0,4,2,0,tr_correct_sampling,16.9998
