run_id,method,N,depth,seed,theta_path,iter_csv,optimizer_name,shots
9fa94742,tr_correct_sampling,25,6,0,bench_tsp_shot_diff_25_real/theta_9fa94742.pt,bench_tsp_shot_diff_25_real/iter_9fa94742.csv,RMSprop_003,1000
b82c4fed,tr_efficient,25,6,0,bench_tsp_shot_diff_25_real/theta_b82c4fed.pt,bench_tsp_shot_diff_25_real/iter_b82c4fed.csv,RMSprop_003,1000
86887ab2,tr_correct_sampling,25,6,1,bench_tsp_shot_diff_25_real/theta_86887ab2.pt,bench_tsp_shot_diff_25_real/iter_86887ab2.csv,RMSprop_003,1000
7c9ffdbd,tr_efficient,25,6,1,bench_tsp_shot_diff_25_real/theta_7c9ffdbd.pt,bench_tsp_shot_diff_25_real/iter_7c9ffdbd.csv,RMSprop_003,1000
34921558,tr_correct_sampling,25,6,2,bench_tsp_shot_diff_25_real/theta_34921558.pt,bench_tsp_shot_diff_25_real/iter_34921558.csv,RMSprop_003,1000
e6513c3b,tr_efficient,25,6,2,bench_tsp_shot_diff_25_real/theta_e6513c3b.pt,bench_tsp_shot_diff_25_real/iter_e6513c3b.csv,RMSprop_003,1000
fcba590d,tr_correct_sampling,25,5,0,bench_tsp_shot_diff_25_real/theta_fcba590d.pt,bench_tsp_shot_diff_25_real/iter_fcba590d.csv,RMSprop_003,1000
6e316ef1,tr_efficient,25,5,0,bench_tsp_shot_diff_25_real/theta_6e316ef1.pt,bench_tsp_shot_diff_25_real/iter_6e316ef1.csv,RMSprop_003,1000
a7d206fc,tr_correct_sampling,25,5,1,bench_tsp_shot_diff_25_real/theta_a7d206fc.pt,bench_tsp_shot_diff_25_real/iter_a7d206fc.csv,RMSprop_003,1000
ae11791f,tr_efficient,25,5,1,bench_tsp_shot_diff_25_real/theta_ae11791f.pt,bench_tsp_shot_diff_25_real/iter_ae11791f.csv,RMSprop_003,1000
c2b1a496,tr_correct_sampling,25,5,2,bench_tsp_shot_diff_25_real/theta_c2b1a496.pt,bench_tsp_shot_diff_25_real/iter_c2b1a496.csv,RMSprop_003,1000
723c9362,tr_efficient,25,5,2,bench_tsp_shot_diff_25_real/theta_723c9362.pt,bench_tsp_shot_diff_25_real/iter_723c9362.csv,RMSprop_003,1000
6736ce22,tr_correct_sampling,25,4,0,bench_tsp_shot_diff_25_real/theta_6736ce22.pt,bench_tsp_shot_diff_25_real/iter_6736ce22.csv,RMSprop_003,1000
a833108f,tr_efficient,25,4,0,bench_tsp_shot_diff_25_real/theta_a833108f.pt,bench_tsp_shot_diff_25_real/iter_a833108f.csv,RMSprop_003,1000
5c659a60,tr_correct_sampling,25,4,1,bench_tsp_shot_diff_25_real/theta_5c659a60.pt,bench_tsp_shot_diff_25_real/iter_5c659a60.csv,RMSprop_003,1000
6444d4da,tr_efficient,25,4,1,bench_tsp_shot_diff_25_real/theta_6444d4da.pt,bench_tsp_shot_diff_25_real/iter_6444d4da.csv,RMSprop_003,1000
f84308a5,tr_correct_sampling,25,4,2,bench_tsp_shot_diff_25_real/theta_f84308a5.pt,bench_tsp_shot_diff_25_real/iter_f84308a5.csv,RMSprop_003,1000
fa26f960,tr_efficient,25,4,2,bench_tsp_shot_diff_25_real/theta_fa26f960.pt,bench_tsp_shot_diff_25_real/iter_fa26f960.csv,RMSprop_003,1000
4858e39f,tr_correct_sampling,25,3,0,bench_tsp_shot_diff_25_real/theta_4858e39f.pt,bench_tsp_shot_diff_25_real/iter_4858e39f.csv,RMSprop_003,1000
60b65827,tr_efficient,25,3,0,bench_tsp_shot_diff_25_real/theta_60b65827.pt,bench_tsp_shot_diff_25_real/iter_60b65827.csv,RMSprop_003,1000
34262a3f,tr_correct_sampling,25,3,1,bench_tsp_shot_diff_25_real/theta_34262a3f.pt,bench_tsp_shot_diff_25_real/iter_34262a3f.csv,RMSprop_003,1000
ce7951cf,tr_efficient,25,3,1,bench_tsp_shot_diff_25_real/theta_ce7951cf.pt,bench_tsp_shot_diff_25_real/iter_ce7951cf.csv,RMSprop_003,1000
aa923d75,tr_correct_sampling,25,3,2,bench_tsp_shot_diff_25_real/theta_aa923d75.pt,bench_tsp_shot_diff_25_real/iter_aa923d75.csv,RMSprop_003,1000
