iter,exp_value,best_result,iter_time
0,4.185877799987793,"""1001""",0.04986691474914551
1,8.387282371520996,"""1111""",0.04968571662902832
2,3.880711078643799,"""1010""",0.04990696907043457
3,5.401422023773193,"""1110""",0.049616098403930664
4,7.813807010650635,"""1110""",0.04998946189880371
5,4.988259792327881,"""1010""",0.050498008728027344
6,7.699318885803223,"""1110""",0.049431562423706055
7,5.4975786209106445,"""1110""",0.04927563667297363
8,6.276896953582764,"""1110""",0.04907941818237305
9,6.082278728485107,"""1010""",0.048976898193359375
10,7.018744468688965,"""1010""",0.04888129234313965
11,6.7043633460998535,"""1010""",0.04897642135620117
12,6.25315523147583,"""1010""",0.04943704605102539
13,7.394250869750977,"""1010""",0.04907989501953125
14,6.620025634765625,"""0101""",0.05134701728820801
15,8.980581283569336,"""0101""",0.05022478103637695
16,7.66649866104126,"""1010""",0.0496373176574707
17,7.970014572143555,"""1010""",0.04918813705444336
18,6.27974796295166,"""1010""",0.04924726486206055
19,6.438158988952637,"""1010""",0.04886221885681152
20,7.853082180023193,"""1010""",0.04976797103881836
21,9.082674980163574,"""1010""",0.051958322525024414
22,6.0289459228515625,"""1010""",0.050314903259277344
23,8.31263256072998,"""1010""",0.04928994178771973
24,7.4087324142456055,"""1010""",0.04923701286315918
25,7.968070983886719,"""1010""",0.04931163787841797
26,10.627708435058594,"""1010""",0.04863786697387695
27,6.684991836547852,"""1010""",0.04879140853881836
28,11.203699111938477,"""1010""",0.04887700080871582
29,7.67862606048584,"""1010""",0.049285888671875
30,8.750816345214844,"""1010""",0.048952341079711914
31,8.045934677124023,"""1010""",0.04874682426452637
32,8.679328918457031,"""1100""",0.04877758026123047
33,8.741661071777344,"""1010""",0.04887580871582031
34,8.835010528564453,"""1010""",0.050420522689819336
35,6.678121566772461,"""1010""",0.04985237121582031
36,7.699545383453369,"""1010""",0.050466299057006836
37,6.506086826324463,"""1010""",0.04895329475402832
38,7.258962631225586,"""1010""",0.04847598075866699
39,6.822634220123291,"""1010""",0.04873299598693848
40,7.290524482727051,"""1010""",0.048707008361816406
41,5.122987270355225,"""1010""",0.048905134201049805
42,5.379000663757324,"""1001""",0.04972648620605469
43,6.780136585235596,"""1010""",0.05039072036743164
44,6.6045122146606445,"""1010""",0.04952263832092285
45,6.856532096862793,"""1001""",0.04937100410461426
46,6.626466751098633,"""1010""",0.04989910125732422
47,7.724733352661133,"""1010""",0.0494837760925293
48,6.6709113121032715,"""1001""",0.049405813217163086
49,6.652287483215332,"""0110""",0.049723148345947266
50,7.267365455627441,"""0110""",0.049277544021606445
51,5.514891624450684,"""0110""",0.05005908012390137
52,6.448720932006836,"""0101""",0.04935622215270996
53,8.272685050964355,"""0110""",0.05048012733459473
54,8.125551223754883,"""0110""",0.049315452575683594
55,8.08892822265625,"""1010""",0.04919767379760742
56,7.689234733581543,"""1010""",0.048964738845825195
57,8.681035041809082,"""1010""",0.0505979061126709
58,8.87697982788086,"""1010""",0.050145864486694336
59,8.903165817260742,"""1010""",0.04961252212524414
60,7.643476486206055,"""0101""",0.04884624481201172
61,7.834054946899414,"""0101""",0.0492854118347168
62,7.168879985809326,"""0101""",0.04932546615600586
63,9.280574798583984,"""0101""",0.04987454414367676
64,10.3681640625,"""0101""",0.049561500549316406
65,10.62708854675293,"""0101""",0.05001997947692871
66,9.809059143066406,"""0101""",0.052286386489868164
67,9.485774993896484,"""0101""",0.050382375717163086
68,9.72893238067627,"""0101""",0.04941153526306152
69,9.819718360900879,"""0101""",0.04951167106628418
70,10.068761825561523,"""0101""",0.049468278884887695
71,8.645307540893555,"""0101""",0.050740957260131836
72,7.789464950561523,"""0101""",0.04933452606201172
73,7.871285438537598,"""0101""",0.04892873764038086
74,8.330232620239258,"""0101""",0.048783302307128906
75,9.25394344329834,"""1010""",0.048822879791259766
76,8.55599594116211,"""1010""",0.04882931709289551
77,8.970491409301758,"""1010""",0.04881477355957031
78,7.903149604797363,"""1010""",0.04880189895629883
79,8.359496116638184,"""1010""",0.05027437210083008
80,9.197685241699219,"""1010""",0.04965662956237793
81,8.544514656066895,"""1010""",0.049592018127441406
82,11.061798095703125,"""1001""",0.0495147705078125
83,8.481318473815918,"""0101""",0.04929637908935547
84,8.552286148071289,"""1010""",0.04917263984680176
85,7.136420726776123,"""0101""",0.04977846145629883
86,9.185070037841797,"""1010""",0.049566030502319336
87,8.964235305786133,"""0101""",0.04997706413269043
88,9.020215034484863,"""0101""",0.05191302299499512
89,9.279808044433594,"""0101""",0.05036783218383789
90,9.54921817779541,"""0101""",0.05031442642211914
91,10.677577018737793,"""0101""",0.050189971923828125
92,9.404607772827148,"""0101""",0.05015254020690918
93,9.54147720336914,"""0101""",0.05095934867858887
94,9.276737213134766,"""1010""",0.05029153823852539
95,10.364306449890137,"""0101""",0.052185773849487305
96,9.993709564208984,"""1010""",0.05127573013305664
97,9.336125373840332,"""1010""",0.04998660087585449
98,9.804414749145508,"""1010""",0.04957461357116699
99,8.456293106079102,"""1010""",0.04945063591003418
