iter,exp_value,best_result,iter_time
0,19.981847763061523,"""1110""",0.010899543762207031
1,18.823625564575195,"""1110""",0.011109590530395508
2,17.646543502807617,"""1110""",0.010477066040039062
3,16.417064666748047,"""1001""",0.010251760482788086
4,15.208711624145508,"""1001""",0.010101318359375
5,14.086545944213867,"""1001""",0.011258125305175781
6,13.088106155395508,"""1001""",0.01010441780090332
7,12.226938247680664,"""0010""",0.01078343391418457
8,11.50062370300293,"""0010""",0.010732650756835938
9,10.897712707519531,"""0010""",0.011612415313720703
10,10.402915954589844,"""0010""",0.010181188583374023
11,10.000019073486328,"""0010""",0.0111846923828125
12,9.673755645751953,"""0010""",0.010339498519897461
13,9.410385131835938,"""0010""",0.010294198989868164
14,9.19807243347168,"""0010""",0.010194540023803711
15,9.026829719543457,"""0010""",0.009991645812988281
16,8.888387680053711,"""0010""",0.010103225708007812
17,8.776008605957031,"""0010""",0.010200023651123047
18,8.684243202209473,"""0010""",0.010040521621704102
19,8.608741760253906,"""0010""",0.010241270065307617
20,8.545989036560059,"""0010""",0.010126590728759766
21,8.493256568908691,"""0010""",0.010601282119750977
22,8.448385238647461,"""0010""",0.010539770126342773
23,8.409721374511719,"""0010""",0.011075496673583984
24,8.375953674316406,"""0010""",0.010299444198608398
25,8.345989227294922,"""0010""",0.010698080062866211
26,8.319195747375488,"""0010""",0.010628700256347656
27,8.294937133789062,"""0010""",0.010216236114501953
28,8.27269172668457,"""0010""",0.009881019592285156
29,8.252252578735352,"""0010""",0.00996851921081543
30,8.233245849609375,"""0010""",0.01023244857788086
31,8.215527534484863,"""0010""",0.01097249984741211
32,8.198951721191406,"""0010""",0.010022640228271484
33,8.183470726013184,"""0010""",0.009973526000976562
34,8.168905258178711,"""0010""",0.00989675521850586
35,8.155229568481445,"""0010""",0.009985208511352539
36,8.142430305480957,"""0010""",0.009881019592285156
37,8.130370140075684,"""0010""",0.009896993637084961
38,8.119094848632812,"""0010""",0.010001420974731445
39,8.108555793762207,"""0010""",0.009926557540893555
40,8.098736763000488,"""0010""",0.009917974472045898
41,8.089552879333496,"""0010""",0.010331869125366211
42,8.080992698669434,"""0010""",0.009917736053466797
43,8.073143005371094,"""0010""",0.009904861450195312
44,8.06581974029541,"""0010""",0.009873628616333008
45,8.059050559997559,"""0010""",0.009816169738769531
46,8.05286979675293,"""0010""",0.010192632675170898
47,8.047178268432617,"""0010""",0.010181427001953125
48,8.041996955871582,"""0010""",0.010330438613891602
49,8.03726863861084,"""0010""",0.010210990905761719
50,8.032944679260254,"""0010""",0.009930133819580078
51,8.029020309448242,"""0010""",0.010885000228881836
52,8.025504112243652,"""0010""",0.011043548583984375
53,8.022359848022461,"""0010""",0.010678768157958984
54,8.01948356628418,"""0010""",0.012842416763305664
55,8.016916275024414,"""0010""",0.012634038925170898
56,8.014657020568848,"""0010""",0.011010169982910156
57,8.012630462646484,"""0010""",0.010085821151733398
58,8.010845184326172,"""0010""",0.010038375854492188
59,8.009306907653809,"""0010""",0.010000944137573242
60,8.007926940917969,"""0010""",0.010116100311279297
61,8.006726264953613,"""0010""",0.011078834533691406
62,8.005708694458008,"""0010""",0.010032176971435547
63,8.004791259765625,"""0010""",0.009931087493896484
64,8.003990173339844,"""0010""",0.009977579116821289
65,8.003355026245117,"""0010""",0.009938478469848633
66,8.002777099609375,"""0010""",0.009864091873168945
67,8.002279281616211,"""0010""",0.009844303131103516
68,8.001849174499512,"""0010""",0.00979757308959961
69,8.00152587890625,"""0010""",0.00996088981628418
70,8.001249313354492,"""0010""",0.009975671768188477
71,8.000982284545898,"""0010""",0.01045536994934082
72,8.000823974609375,"""0010""",0.010077953338623047
73,8.000619888305664,"""0010""",0.010235309600830078
74,8.000505447387695,"""0010""",0.01022958755493164
75,8.00040054321289,"""0010""",0.010193586349487305
76,8.000329971313477,"""0010""",0.010268449783325195
77,8.000267028808594,"""0010""",0.009968757629394531
78,8.000182151794434,"""0010""",0.010172367095947266
79,8.0001220703125,"""0010""",0.0102996826171875
80,8.000110626220703,"""0010""",0.011121273040771484
81,8.00006103515625,"""0010""",0.010657548904418945
82,8.000078201293945,"""1101""",0.010857820510864258
83,8.000056266784668,"""1101""",0.010184288024902344
84,8.000049591064453,"""1101""",0.010118246078491211
85,8.000061988830566,"""1101""",0.01002359390258789
86,8.000027656555176,"""1101""",0.010141611099243164
87,8.000041961669922,"""0010""",0.010120630264282227
88,8.000027656555176,"""0010""",0.010143518447875977
89,7.999997138977051,"""0010""",0.010133743286132812
90,7.999996185302734,"""0010""",0.010396242141723633
91,7.999997138977051,"""0010""",0.010526895523071289
92,7.9999918937683105,"""1101""",0.010152816772460938
93,7.999992370605469,"""0010""",0.010399103164672852
94,8.000001907348633,"""0010""",0.010038137435913086
95,8.00003433227539,"""1101""",0.009925603866577148
96,8.000022888183594,"""0010""",0.009901046752929688
97,8.000005722045898,"""0010""",0.00999593734741211
98,7.999998092651367,"""0010""",0.01002192497253418
99,7.999988555908203,"""0010""",0.009914636611938477
